DATE,MAASTRICHT_cloud_cover,MAASTRICHT_wind_speed,MAASTRICHT_wind_gust,MAASTRICHT_humidity,MAASTRICHT_pressure,MAASTRICHT_global_radiation,MAASTRICHT_precipitation,MAASTRICHT_sunshine,MAASTRICHT_temp_mean,MAASTRICHT_temp_min,MAASTRICHT_temp_max,MAASTRICHT_picnic_weather
20030601,1,2.6,9.0,0.71,1.0109,3.04,0.0,13.3,22.2,15.0,27.7,True
20030602,5,3.7,15.0,0.81,1.0099,2.01,0.06,6.0,20.5,16.3,26.3,False
20030603,5,1.9,7.0,0.81,1.0128,2.35,0.02,6.4,20.5,14.0,25.5,False
20030604,4,3.5,14.0,0.73,1.0125,2.71,0.33,9.4,22.9,16.5,29.0,False
20030605,4,2.5,7.0,0.84,1.0196,1.45,0.35,5.1,18.0,14.7,21.1,False
20030606,2,1.7,6.0,0.73,1.0206,3.11,0.0,13.1,19.3,11.7,24.9,True
20030607,1,2.7,8.0,0.68,1.0171,2.98,0.0,12.9,22.5,15.7,27.6,True
20030608,3,3.5,16.0,0.79,1.0129,1.89,0.83,6.8,19.7,12.7,29.5,False
20030609,1,3.8,9.0,0.67,1.0197,3.25,0.0,14.6,16.5,10.4,21.6,True
20030610,5,3.2,9.0,0.78,1.0145,1.64,0.15,3.4,20.8,13.1,28.1,False
20030611,5,3.3,9.0,0.72,1.02,2.96,0.0,10.1,19.9,16.7,23.9,True
20030612,4,2.1,10.0,0.67,1.0195,2.33,0.0,7.1,21.1,14.2,26.5,True
20030613,2,2.3,6.0,0.62,1.0227,3.38,0.0,14.3,19.5,14.8,24.5,True
20030614,5,3.3,10.0,0.74,1.0207,2.03,0.61,6.0,17.8,13.1,21.9,False
20030615,0,3.1,7.0,0.67,1.0196,3.18,0.0,13.0,18.4,12.2,23.8,True
20030616,0,2.8,8.0,0.61,1.0165,3.34,0.0,14.4,19.3,13.2,24.4,True
20030617,4,2.5,8.0,0.63,1.0125,2.66,0.0,8.0,21.0,14.1,27.4,True
20030618,7,5.8,10.0,0.78,1.0187,1.64,0.0,3.0,18.5,15.3,22.7,True
20030619,8,7.2,14.0,0.84,1.0211,1.19,0.0,1.1,18.3,15.7,20.2,True
20030620,3,4.6,14.0,0.64,1.0206,2.92,0.0,12.2,16.8,11.9,20.6,True
20030621,2,1.8,7.0,0.64,1.0197,3.07,0.0,13.2,16.2,7.8,21.6,True
20030622,4,2.2,6.0,0.64,1.0116,2.23,0.0,6.3,20.6,12.8,26.1,True
20030623,5,6.2,17.0,0.72,1.009,2.5,0.25,6.9,21.3,15.6,27.7,False
20030624,2,3.8,8.0,0.73,1.0193,2.58,0.0,9.1,17.4,13.1,22.9,True
20030625,1,3.1,10.0,0.69,1.0213,3.23,0.0,12.6,17.3,9.4,23.0,True
20030626,2,3.6,8.0,0.66,1.016,2.92,0.0,10.5,19.0,12.1,26.0,True
20030627,4,3.1,10.0,0.72,1.0145,2.48,0.0,5.8,20.0,13.4,25.4,True
20030628,5,3.5,7.0,0.75,1.0148,1.84,0.0,5.2,18.5,15.1,22.6,True
20030629,1,2.1,9.0,0.63,1.0098,3.22,0.0,12.9,19.9,11.5,25.6,True
20030630,7,4.5,12.0,0.85,1.0039,1.09,1.57,2.4,18.3,15.4,21.6,False
20030701,5,5.7,13.0,0.82,1.0012,2.01,0.09,6.4,16.3,12.8,22.2,False
20030702,7,6.5,16.0,0.85,1.004,1.61,0.08,2.7,15.5,12.7,19.8,False
20030703,8,4.4,11.0,0.89,1.0097,1.23,0.83,0.8,15.0,13.1,18.5,False
20030704,8,4.1,10.0,0.91,1.0144,1.05,0.36,0.8,15.2,13.4,18.6,False
20030705,8,3.8,9.0,0.84,1.0173,0.98,0.01,0.4,15.8,14.1,18.8,False
20030706,5,1.9,8.0,0.78,1.0216,2.17,0.0,5.0,16.1,13.0,20.1,True
20030707,6,1.7,7.0,0.74,1.0228,2.06,0.0,4.2,18.5,12.8,23.5,True
20030708,3,3.0,9.0,0.75,1.0215,2.77,0.0,8.8,18.5,13.0,22.3,True
20030709,4,2.7,7.0,0.78,1.0208,1.75,0.0,4.6,18.4,13.2,23.4,True
20030710,0,1.6,6.0,0.67,1.0198,3.29,0.0,14.9,19.8,12.9,25.8,True
20030711,4,4.1,11.0,0.72,1.0188,2.42,0.0,6.6,20.7,14.3,26.6,True
20030712,4,2.0,7.0,0.68,1.0223,2.54,0.0,8.0,17.4,12.4,21.6,True
20030713,0,3.1,8.0,0.63,1.02,3.3,0.0,14.7,19.6,11.9,26.0,True
20030714,0,4.1,11.0,0.53,1.0147,3.35,0.0,15.0,21.9,13.1,28.6,True
20030715,0,5.0,11.0,0.45,1.0099,3.28,0.0,15.0,25.3,16.2,32.4,True
20030716,3,4.8,15.0,0.52,1.0072,2.83,0.0,12.1,25.9,18.1,34.6,True
20030717,7,6.1,16.0,0.74,1.0167,1.06,0.0,2.2,19.2,17.0,21.8,True
20030718,3,3.9,14.0,0.63,1.0216,2.74,0.0,11.1,21.8,15.8,27.7,True
20030719,0,2.6,8.0,0.5,1.0184,3.2,0.0,14.5,24.9,16.3,31.9,True
20030720,4,3.2,10.0,0.59,1.0137,2.3,0.0,7.0,23.7,18.8,30.6,True
20030721,5,2.5,7.0,0.64,1.0154,2.33,0.03,6.3,22.9,16.3,28.5,False
20030722,5,2.9,10.0,0.64,1.0191,2.93,0.1,11.1,21.4,16.3,26.4,False
20030723,7,2.3,6.0,0.64,1.0175,2.45,0.0,6.2,21.4,16.7,26.3,True
20030724,6,3.2,16.0,0.8,1.0144,1.61,0.64,4.4,18.9,15.1,24.5,False
20030725,5,4.0,14.0,0.7,1.0122,2.18,0.04,7.2,19.6,12.9,26.1,False
20030726,7,4.4,9.0,0.83,1.0099,1.69,0.85,3.5,19.2,16.1,24.3,False
20030727,7,5.1,14.0,0.84,1.0111,2.01,0.37,4.7,19.9,16.5,23.4,False
20030728,2,3.8,10.0,0.69,1.0218,2.64,0.0,10.8,18.1,13.1,23.7,True
20030729,2,2.8,8.0,0.64,1.0227,2.65,0.0,11.2,20.1,13.0,26.3,True
20030730,7,3.2,9.0,0.88,1.0166,1.08,0.93,2.6,18.3,16.1,21.1,False
20030731,2,1.5,8.0,0.76,1.018,2.8,0.0,10.7,19.7,13.6,25.2,True
20030801,0,1.8,8.0,0.71,1.0196,2.77,0.0,12.0,22.2,14.1,28.4,True
20030802,0,2.2,6.0,0.73,1.0207,2.81,0.0,12.2,23.3,16.5,29.2,True
20030803,0,2.2,7.0,0.73,1.022,2.84,0.0,12.6,24.1,17.8,29.9,True
20030804,0,2.7,7.0,0.63,1.0235,2.76,0.0,12.9,24.7,17.8,30.7,True
20030805,0,3.0,8.0,0.62,1.0235,2.57,0.0,12.5,24.1,16.4,32.0,True
20030806,2,3.0,8.0,0.53,1.0215,2.66,0.0,11.9,27.0,17.4,35.1,True
20030807,4,2.4,9.0,0.63,1.0192,1.59,0.06,4.2,26.6,20.1,34.8,False
20030808,0,2.0,6.0,0.75,1.0181,2.5,0.0,12.3,26.5,18.8,34.7,True
20030809,1,2.3,7.0,0.72,1.0186,2.57,0.0,11.2,24.1,18.6,31.5,True
20030810,0,2.0,7.0,0.65,1.0176,2.66,0.0,12.1,24.1,16.2,31.3,True
20030811,1,1.6,7.0,0.62,1.019,2.49,0.0,10.7,25.4,15.8,33.0,True
20030812,1,3.1,11.0,0.52,1.019,2.43,0.0,10.1,28.8,20.0,36.2,True
20030813,3,2.8,8.0,0.64,1.0192,2.48,0.0,9.6,24.0,19.4,30.2,True
20030814,4,2.9,9.0,0.68,1.0169,1.75,0.04,6.5,19.3,13.4,24.5,False
20030815,2,2.5,8.0,0.61,1.018,2.54,0.0,11.9,17.8,10.3,24.0,True
20030816,3,3.3,9.0,0.56,1.0183,2.47,0.0,10.9,18.3,11.2,24.0,True
20030817,7,3.0,7.0,0.69,1.0149,0.56,0.06,0.1,18.1,15.0,20.9,False
20030818,7,4.0,8.0,0.89,1.0147,0.52,0.63,0.0,18.7,15.6,20.1,False
20030819,6,4.1,10.0,0.69,1.02,1.97,0.0,5.8,19.2,14.9,23.9,True
20030820,2,1.8,6.0,0.59,1.0202,2.55,0.0,10.9,18.6,11.5,24.7,True
20030821,1,3.0,10.0,0.62,1.0175,2.3,0.0,10.8,18.4,11.2,24.7,True
20030822,6,5.2,11.0,0.7,1.0181,1.19,0.0,0.8,18.7,13.9,23.2,True
20030823,6,4.3,9.0,0.76,1.02,1.53,0.0,3.1,19.8,15.7,23.4,True
20030824,3,3.6,9.0,0.68,1.0204,2.46,0.0,10.1,17.5,11.6,22.3,True
20030825,4,3.5,10.0,0.62,1.0171,2.08,0.0,8.0,18.6,14.9,23.2,True
20030826,3,2.2,6.0,0.73,1.015,1.87,0.0,6.6,17.8,10.9,25.0,True
20030827,6,1.9,6.0,0.78,1.0137,0.85,0.04,1.7,15.6,12.3,19.5,False
20030828,6,2.0,9.0,0.78,1.0077,1.41,0.24,3.8,15.8,9.9,21.6,False
20030829,8,3.3,8.0,0.96,1.0027,0.29,1.98,0.5,13.9,13.1,15.1,False
20030830,5,2.8,12.0,0.82,1.0132,1.56,0.57,6.1,14.4,10.7,19.1,False
20030831,5,3.7,11.0,0.8,1.0191,1.72,0.01,6.6,13.1,9.3,19.1,False
20030901,7,3.3,11.0,0.79,1.0205,1.29,0.05,3.1,13.0,9.4,18.2,False
20030902,4,1.9,6.0,0.72,1.0263,1.74,0.0,7.4,13.5,7.7,18.6,True
20030903,1,1.6,5.0,0.66,1.0303,2.16,0.0,11.2,14.2,7.1,20.4,True
20030904,0,2.4,7.0,0.63,1.0285,2.26,0.0,11.1,16.0,8.1,22.4,True
20030905,3,2.3,6.0,0.59,1.02,1.99,0.0,9.1,18.7,10.4,25.9,True
20030906,7,3.1,8.0,0.79,1.0166,1.11,0.02,3.0,17.6,14.3,21.7,False
20030907,7,2.2,6.0,0.72,1.0152,1.52,0.06,3.7,16.6,11.8,20.7,False
20030908,5,2.1,6.0,0.73,1.0087,1.25,0.0,4.7,15.3,11.9,20.0,True
20030909,5,1.9,7.0,0.74,1.0123,1.74,0.0,8.2,14.8,8.1,21.3,True
20030910,8,5.0,16.0,0.91,1.013,0.41,0.61,0.0,13.2,11.1,15.5,False
20030911,4,3.8,12.0,0.78,1.0193,1.3,0.0,7.8,14.0,10.2,18.7,True
20030912,7,3.0,6.0,0.86,1.0275,0.9,0.07,2.0,14.2,9.6,18.2,False
20030913,3,2.5,7.0,0.78,1.0322,1.83,0.0,9.0,13.4,8.5,19.3,True
20030914,0,2.9,9.0,0.69,1.0313,2.12,0.0,11.6,14.8,7.0,21.2,True
20030915,1,1.5,5.0,0.68,1.0265,1.97,0.0,10.4,16.9,9.4,23.4,True
20030916,1,2.0,5.0,0.69,1.0246,1.7,0.0,8.3,16.9,10.2,23.9,True
20030917,0,1.8,4.0,0.63,1.0226,1.83,0.0,9.8,18.0,9.6,25.9,True
20030918,0,3.7,10.0,0.53,1.0186,1.92,0.0,11.1,20.2,12.9,28.0,True
20030919,0,3.0,8.0,0.53,1.0185,1.85,0.0,10.2,21.0,11.9,30.2,True
20030920,0,2.8,7.0,0.5,1.0199,1.84,0.0,10.0,21.9,12.9,31.2,True
20030921,0,3.7,8.0,0.52,1.0188,1.73,0.0,10.0,21.2,14.6,29.1,True
20030922,3,6.6,17.0,0.55,1.0077,1.67,0.21,9.8,21.5,11.2,26.6,False
20030923,6,3.3,11.0,0.85,1.0172,0.7,1.05,1.9,10.5,6.9,14.6,False
20030924,1,1.8,6.0,0.72,1.0317,1.59,0.0,9.1,9.6,3.6,15.6,False
20030925,1,3.7,12.0,0.63,1.027,1.73,0.0,9.7,11.7,5.8,18.8,True
20030926,3,3.9,10.0,0.63,1.0193,1.56,0.0,8.0,13.6,7.3,19.1,True
20030927,7,2.0,5.0,0.81,1.0187,0.71,0.0,1.7,13.3,10.9,16.4,False
20030928,6,3.6,16.0,0.81,1.0106,1.07,1.11,3.5,14.1,10.7,19.6,False
20030929,6,4.1,15.0,0.85,1.014,1.06,0.08,3.9,11.3,7.8,16.2,False
20030930,1,2.9,7.0,0.72,1.0147,1.53,0.0,9.9,12.1,5.3,19.0,True
20031001,7,2.5,6.0,0.88,1.009,0.45,0.77,0.7,11.5,7.4,14.5,False
20031002,6,2.0,6.0,0.94,1.0114,0.77,0.0,3.7,14.6,12.6,18.1,True
20031003,8,3.9,13.0,0.96,1.0068,0.25,2.75,0.0,14.7,13.0,17.0,False
20031004,7,3.6,13.0,0.83,1.007,0.75,0.22,2.5,11.2,7.5,14.9,False
20031005,5,3.6,12.0,0.81,1.0114,1.12,0.05,6.6,8.7,6.4,13.0,False
20031006,7,7.8,16.0,0.85,1.0086,0.25,0.42,0.3,8.2,4.7,10.8,False
20031007,7,6.9,17.0,0.84,1.0033,0.58,0.69,2.3,8.2,6.4,11.2,False
20031008,7,6.7,18.0,0.87,1.0119,0.62,1.31,1.8,9.8,7.1,13.4,False
20031009,7,4.3,10.0,0.9,1.0167,0.47,0.02,0.6,12.5,10.2,14.8,False
20031010,7,6.8,12.0,0.9,1.0178,0.29,0.21,0.6,13.8,12.4,15.2,False
20031011,7,2.6,10.0,0.81,1.0239,0.8,0.14,2.0,11.8,7.3,15.2,False
20031012,1,3.2,9.0,0.78,1.0261,1.34,0.0,9.8,9.5,4.7,14.5,False
20031013,4,4.9,11.0,0.75,1.0243,1.18,0.0,7.7,8.9,5.0,13.6,False
20031014,2,6.0,13.0,0.68,1.0278,1.26,0.0,8.6,8.3,4.8,13.4,False
20031015,0,5.8,12.0,0.7,1.0304,1.37,0.0,9.7,7.1,2.3,12.6,False
20031016,0,4.6,11.0,0.75,1.0301,1.31,0.0,9.7,6.7,1.8,12.4,False
20031017,0,5.2,11.0,0.71,1.0248,1.31,0.0,9.5,6.3,1.8,12.2,False
20031018,1,3.6,8.0,0.72,1.0168,1.24,0.0,9.1,5.4,1.0,11.4,False
20031019,3,3.0,7.0,0.8,1.0093,1.08,0.0,6.7,4.7,-1.0,10.4,False
20031020,3,3.6,9.0,0.81,1.0034,0.85,0.0,3.9,4.7,0.1,9.8,False
20031021,8,2.0,7.0,0.9,1.0092,0.36,0.0,0.7,5.4,2.8,8.1,False
20031022,3,3.0,8.0,0.85,1.0127,0.82,0.0,4.0,4.6,1.7,9.3,False
20031023,2,5.4,12.0,0.8,1.0152,0.94,0.0,6.0,2.1,-1.3,6.1,False
20031024,6,3.7,11.0,0.9,1.0197,0.45,0.0,1.5,0.8,-5.3,4.2,False
20031025,7,6.3,14.0,0.88,1.0182,0.35,0.01,1.4,4.8,0.9,8.1,False
20031026,8,4.0,12.0,0.9,1.0139,0.31,0.11,0.2,5.6,3.0,7.1,False
20031027,5,2.1,6.0,0.91,1.0213,0.48,0.0,2.0,3.2,-0.9,6.1,False
20031028,1,1.9,5.0,0.81,1.0156,1.02,0.0,8.6,3.4,-2.5,10.5,False
20031029,4,3.9,10.0,0.81,0.9989,0.81,0.05,5.0,4.6,-1.4,10.0,False
20031030,7,3.8,10.0,0.89,0.9899,0.28,0.09,0.1,6.2,3.4,8.6,False
20031031,8,3.7,10.0,0.92,0.9821,0.15,0.89,0.0,8.5,4.7,11.5,False
20031101,8,5.3,13.0,0.92,0.9937,0.24,0.25,0.0,8.8,7.1,10.9,False
20031102,7,7.5,17.0,0.85,1.0021,0.49,0.36,1.0,9.4,5.1,11.7,False
20031103,6,9.1,20.0,0.8,1.0091,0.51,0.2,3.4,11.6,9.8,13.4,False
20031104,1,3.6,8.0,0.9,1.0292,0.68,0.0,6.4,9.0,4.3,12.9,False
20031105,0,2.5,7.0,0.84,1.0299,0.88,0.0,8.7,8.0,1.8,14.8,False
20031106,0,2.5,7.0,0.76,1.0299,0.83,0.0,8.3,7.6,2.5,13.0,False
20031107,2,5.5,11.0,0.75,1.0304,0.79,0.0,8.2,6.3,3.2,9.6,False
20031108,5,5.0,14.0,0.76,1.0221,0.59,0.0,4.6,6.3,2.7,10.0,False
20031109,3,3.0,6.0,0.8,1.0221,0.69,0.0,5.4,7.5,1.6,12.4,False
20031110,5,2.3,5.0,0.82,1.0233,0.53,0.0,4.2,9.1,3.5,13.6,False
20031111,0,2.4,5.0,0.88,1.0226,0.72,0.0,7.6,3.3,-0.7,8.0,False
20031112,4,2.4,7.0,0.86,1.0199,0.62,0.06,5.8,5.1,-1.6,10.1,False
20031113,4,3.8,7.0,0.91,1.026,0.66,0.0,6.6,8.2,4.1,11.7,False
20031114,6,4.5,10.0,0.88,1.0185,0.21,0.0,0.0,6.3,2.7,8.4,False
20031115,2,5.0,12.0,0.85,1.0149,0.61,0.0,5.9,7.0,2.4,10.9,False
20031116,8,2.8,7.0,0.96,1.0143,0.1,1.11,0.0,5.3,3.1,6.2,False
20031117,8,6.8,15.0,0.9,1.0225,0.31,0.39,0.2,6.6,4.8,8.5,False
20031118,8,7.6,12.0,0.97,1.0225,0.1,0.37,0.0,10.5,6.8,12.2,False
20031119,8,6.9,14.0,0.92,1.0225,0.13,0.01,0.0,11.9,10.8,12.5,False
20031120,8,4.6,11.0,0.88,1.0164,0.14,0.0,0.0,9.6,8.0,10.9,False
20031121,6,3.1,8.0,0.85,1.0113,0.34,0.0,1.2,9.6,6.9,13.0,False
20031122,7,4.3,9.0,0.77,1.0058,0.28,0.0,1.9,13.1,9.4,15.4,False
20031123,6,4.5,10.0,0.72,1.0039,0.17,0.06,0.3,13.6,11.7,15.0,False
20031124,7,3.5,11.0,0.83,1.0052,0.29,0.06,1.5,13.0,8.6,15.7,False
20031125,8,2.2,10.0,0.96,1.009,0.19,0.56,0.5,8.0,6.6,8.9,False
20031126,5,6.1,13.0,0.79,1.0002,0.32,0.07,2.3,8.5,6.1,10.4,False
20031127,8,2.0,5.0,0.94,1.001,0.23,0.0,1.2,6.2,3.6,8.9,False
20031128,8,2.7,5.0,0.97,1.013,0.26,0.0,1.0,3.9,3.0,5.1,False
20031129,7,3.3,9.0,0.8,1.0131,0.46,0.0,4.9,3.9,1.2,6.5,False
20031130,8,3.7,8.0,0.87,1.0057,0.13,0.12,0.2,7.6,5.2,9.7,False
20031201,8,4.4,12.0,0.8,1.0041,0.28,0.0,1.0,11.1,6.9,16.3,False
20031202,6,1.4,6.0,0.86,1.014,0.27,0.0,1.1,7.3,3.9,10.7,False
20031203,8,3.0,8.0,0.95,1.0227,0.29,0.0,1.5,6.1,2.8,9.2,False
20031204,8,4.6,11.0,0.98,1.0261,0.05,0.0,0.0,4.6,3.1,5.1,False
20031205,8,1.9,5.0,0.93,1.0294,0.08,0.0,0.0,4.1,3.0,4.7,False
20031206,4,4.7,11.0,0.79,1.0273,0.26,0.09,1.3,2.5,-2.2,6.7,False
20031207,0,4.0,10.0,0.79,1.0311,0.53,0.0,7.0,-1.6,-4.1,1.4,False
20031208,0,2.1,8.0,0.72,1.0258,0.51,0.0,7.0,-0.8,-5.6,4.8,False
20031209,0,2.1,7.0,0.63,1.0191,0.5,0.0,6.6,-0.6,-5.1,4.8,False
20031210,2,2.6,10.0,0.72,1.0151,0.46,0.0,6.6,-0.9,-6.1,3.2,False
20031211,8,7.0,16.0,0.86,1.0139,0.13,0.35,0.0,2.7,-0.9,5.9,False
20031212,8,3.7,11.0,0.94,1.0214,0.28,0.0,0.8,5.4,0.5,9.4,False
20031213,8,9.7,19.0,0.94,1.0101,0.03,2.63,0.0,11.0,9.3,11.8,False
20031214,7,6.8,17.0,0.85,1.0107,0.21,0.44,0.5,6.7,4.4,10.9,False
20031215,6,4.5,16.0,0.86,1.0216,0.31,0.04,2.9,2.9,1.8,4.8,False
20031216,8,3.0,6.0,0.9,1.0294,0.17,0.0,0.2,4.4,2.6,5.8,False
20031217,3,2.0,4.0,0.85,1.0272,0.29,0.0,2.6,3.3,0.6,6.6,False
20031218,0,2.4,7.0,0.78,1.0214,0.46,0.0,6.5,3.0,-0.8,9.2,False
20031219,4,3.7,8.0,0.87,1.0186,0.32,0.0,4.1,5.5,1.9,8.2,False
20031220,8,7.5,25.0,0.87,1.0105,0.11,0.22,0.0,8.9,6.6,10.7,False
20031221,7,9.0,21.0,0.84,1.0029,0.07,0.74,0.0,4.9,1.9,8.6,False
20031222,5,4.1,16.0,0.92,1.0208,0.32,0.11,2.9,0.7,-1.2,2.7,False
20031223,8,5.3,11.0,0.96,1.0252,0.08,0.7,0.0,0.7,-0.4,2.1,False
20031224,6,5.0,10.0,0.9,1.0287,0.29,0.02,2.7,3.0,0.2,4.8,False
20031225,8,6.9,13.0,0.9,1.0236,0.07,0.04,0.0,6.5,4.6,7.9,False
20031226,7,7.0,17.0,0.83,1.0107,0.25,0.0,1.1,6.9,5.8,9.2,False
20031227,6,7.3,17.0,0.84,1.0004,0.24,1.19,1.8,6.6,4.9,9.8,False
20031228,8,8.0,17.0,0.86,0.994,0.11,0.44,0.0,6.1,2.5,9.5,False
20031229,5,4.3,12.0,0.86,1.0099,0.31,0.0,3.3,2.1,-0.4,5.0,False
20031230,4,1.1,3.0,0.9,1.0172,0.48,0.0,6.7,0.7,-2.5,5.5,False
20031231,8,3.1,7.0,0.94,1.0254,0.28,0.0,2.6,1.1,-2.1,3.3,False
20040101,7,2.6,5.0,0.92,1.0138,0.1,0.1,0.0,-1.0,-3.8,0.5,False
20040102,4,3.8,9.0,0.84,1.0184,0.47,0.03,5.5,-2.2,-6.3,-0.1,False
20040103,4,1.5,7.0,0.88,1.0242,0.41,0.0,5.1,-5.4,-8.5,-1.9,False
20040104,8,5.3,11.0,0.94,1.0184,0.08,0.07,0.0,-0.4,-4.4,2.2,False
20040105,8,4.3,9.0,0.96,1.0204,0.11,0.16,0.0,2.8,1.8,3.6,False
20040106,8,6.2,13.0,0.96,1.0175,0.08,0.4,0.0,5.7,3.3,7.9,False
20040107,6,3.3,7.0,0.95,1.0178,0.15,0.0,0.7,5.9,1.3,8.1,False
20040108,6,5.6,13.0,0.87,1.0063,0.27,0.29,1.8,4.9,1.6,6.7,False
20040109,8,5.6,15.0,0.9,1.0035,0.16,0.36,0.2,5.8,4.0,7.4,False
20040110,6,4.8,10.0,0.92,1.0139,0.36,0.0,2.6,4.9,1.1,7.9,False
20040111,7,7.9,20.0,0.87,1.004,0.1,0.77,0.9,9.2,4.7,12.3,False
20040112,7,6.2,13.0,0.9,0.9998,0.07,1.57,0.0,5.2,4.2,6.3,False
20040113,8,8.6,19.0,0.82,0.9903,0.16,1.18,0.0,7.7,5.7,10.0,False
20040114,6,7.7,15.0,0.85,0.9964,0.19,0.43,0.5,5.1,2.3,6.8,False
20040115,7,6.8,17.0,0.89,1.0049,0.23,0.12,0.1,3.9,2.2,5.3,False
20040116,8,10.4,25.0,0.8,0.9923,0.18,0.74,0.6,6.2,4.7,8.0,False
20040117,8,6.7,14.0,0.85,0.9994,0.2,0.1,0.8,4.1,3.2,5.7,False
20040118,7,5.3,16.0,0.84,1.0214,0.4,0.05,2.9,1.2,-2.6,4.3,False
20040119,8,7.0,14.0,0.95,1.0131,0.05,1.65,0.0,4.1,-0.7,8.4,False
20040120,8,3.7,13.0,0.88,1.0122,0.15,0.26,0.0,4.1,-1.1,8.6,False
20040121,5,1.5,5.0,0.8,1.021,0.53,0.0,4.3,-0.2,-2.0,2.9,False
20040122,8,3.1,7.0,0.73,1.0203,0.2,0.12,0.5,0.6,-2.6,2.8,False
20040123,3,1.9,5.0,0.74,1.0181,0.67,0.02,7.7,1.3,-1.3,6.0,False
20040124,8,3.4,10.0,0.84,1.014,0.1,0.28,0.0,2.5,-0.1,4.5,False
20040125,7,3.0,8.0,0.94,1.0142,0.28,0.1,1.2,2.9,-0.4,6.0,False
20040126,6,5.5,14.0,0.84,1.0042,0.47,0.0,4.0,0.6,-1.5,2.4,False
20040127,8,3.6,8.0,0.91,1.0032,0.15,0.01,0.0,-0.5,-1.8,0.7,False
20040128,8,6.3,14.0,0.94,0.9994,0.25,0.26,0.8,0.2,-0.9,1.4,False
20040129,8,6.1,13.0,0.93,1.0052,0.25,0.3,0.9,0.1,-2.4,1.8,False
20040130,7,8.0,16.0,0.7,1.0121,0.33,0.0,0.9,1.0,-0.7,2.7,False
20040131,8,12.0,29.0,0.77,1.003,0.2,0.11,0.0,7.3,2.1,11.8,False
20040201,7,10.3,26.0,0.78,1.0141,0.36,0.28,1.7,10.3,8.5,12.2,False
20040202,8,8.8,20.0,0.84,1.0208,0.05,1.18,0.0,11.4,9.5,12.4,False
20040203,5,7.2,13.0,0.74,1.0263,0.44,0.0,3.4,12.4,9.5,15.5,False
20040204,8,8.1,16.0,0.63,1.0262,0.45,0.0,2.2,13.8,10.5,16.7,False
20040205,8,7.4,14.0,0.74,1.0241,0.14,0.0,0.0,13.0,12.3,14.3,False
20040206,8,7.6,20.0,0.76,1.0158,0.33,0.52,0.0,12.1,9.8,15.2,False
20040207,6,9.9,23.0,0.74,1.0132,0.39,0.23,1.8,7.4,4.8,10.1,False
20040208,8,9.2,27.0,0.83,1.0128,0.39,1.05,3.0,3.6,0.5,5.9,False
20040209,7,4.4,13.0,0.81,1.0319,0.4,0.03,2.8,2.6,0.7,4.6,False
20040210,6,6.3,14.0,0.81,1.0303,0.59,0.26,4.4,2.0,-2.0,4.4,False
20040211,8,3.9,12.0,0.95,1.0257,0.22,0.35,0.1,6.3,3.4,8.3,False
20040212,8,1.9,5.0,0.88,1.0334,0.59,0.0,2.5,3.9,0.5,6.2,False
20040213,8,2.6,5.0,0.93,1.0335,0.26,0.0,0.0,6.2,5.1,7.8,False
20040214,8,1.5,4.0,0.91,1.0273,0.3,0.0,0.0,6.2,4.8,8.1,False
20040215,8,1.1,3.0,0.95,1.0262,0.17,0.02,0.0,5.0,0.4,6.6,False
20040216,8,1.8,5.0,0.99,1.0299,0.66,0.0,3.8,2.7,-0.6,6.1,False
20040217,8,1.7,4.0,0.9,1.0284,0.38,0.0,0.4,3.6,1.4,5.5,False
20040218,7,3.7,11.0,0.88,1.024,0.41,0.49,2.1,4.0,0.6,6.2,False
20040219,6,6.3,14.0,0.77,1.0241,0.67,0.0,3.6,0.8,-1.5,3.5,False
20040220,4,5.3,12.0,0.69,1.0217,1.15,0.0,9.1,0.4,-2.8,5.1,False
20040221,6,4.2,10.0,0.76,1.0123,0.36,0.0,0.2,0.7,-2.2,2.9,False
20040222,7,4.1,12.0,0.78,1.0108,0.43,0.0,0.5,1.1,-1.8,4.6,False
20040223,4,3.8,10.0,0.71,1.017,1.09,0.0,8.2,0.6,-3.1,5.2,False
20040224,7,6.0,13.0,0.86,1.0151,0.63,0.18,2.8,0.4,-5.0,4.5,False
20040225,7,3.8,12.0,0.95,1.0074,0.59,0.5,1.9,0.5,-1.5,3.2,False
20040226,6,5.3,13.0,0.84,1.0018,0.48,0.14,2.9,-1.2,-4.2,2.8,False
20040227,6,6.0,12.0,0.84,0.9978,0.76,0.26,4.7,-1.0,-4.1,2.5,False
20040228,6,2.2,6.0,0.83,1.0047,1.13,0.0,6.3,-0.5,-4.4,2.7,False
20040229,5,2.3,6.0,0.9,1.02,0.71,0.0,2.6,-1.7,-3.6,0.3,False
20040301,5,2.8,8.0,0.76,1.0326,1.54,0.0,9.3,-0.5,-5.3,3.3,False
20040302,6,3.3,9.0,0.77,1.0328,0.92,0.0,6.6,2.8,-0.4,7.2,False
20040303,4,3.3,8.0,0.79,1.0311,1.16,0.0,5.8,1.8,-3.2,7.7,False
20040304,8,2.7,6.0,0.63,1.0235,0.89,0.0,2.7,5.7,0.5,11.4,False
20040305,7,4.4,9.0,0.73,1.0181,0.98,0.21,3.9,3.8,0.8,8.1,False
20040306,8,3.2,8.0,0.94,1.0185,0.29,0.13,0.0,2.1,0.7,3.7,False
20040307,8,2.4,8.0,0.92,1.0228,0.54,0.57,2.3,4.1,2.5,6.8,False
